 ,limited,VBN,
 ,by,IN,
 ,Denver,NNP,
 ,'s,POS,
 ,defense,NN,
 ,",",",",
 ,which,WDT,
 ,sacked,VBD,
 ,him,PRP,
 ,seven,CD,
 ,times,NNS,
 ,and,CC,
 ,forced,VBD,
 ,him,PRP,
 ,into,IN,
 ,three,CD,
 ,turnovers,NNS,
 ,",",",",
 ,including,VBG,
 ,a,DT,
 ,fumble,JJ,
 ,which,WDT,
 ,they,PRP,
 ,recovered,VBD,
 ,for,IN,
 ,a,DT,
 ,touchdown,NN,
 ,.,.,
 ,Denver,NNP,
 ,linebacker,NN,
 ,Von,NNP,
 ,Miller,NNP,
 ,was,VBD,
 ,named,VBN,
 ,Super,NNP,
 ,Bowl,NNP,
 ,MVP,NNP,
 ,",",",",
 ,recording,VBG,
 ,five,CD,
 ,solo,NN,
 ,tackles,NNS,
 ,",",",",
 ,2½,JJ,
 ,sacks,NNS,
 ,",",",",
 ,and,CC,
 ,two,CD,
 ,forced,VBN,
 ,fumbles,NNS,
 ,.,.,
Sentence: 4,CBS,NNP,
 ,broadcast,VBD,
 ,Super,NNP,
 ,Bowl,NNP,
 ,50,CD,
 ,in,IN,
 ,the,DT,
 ,U.S.,NNP,
 ,",",",",
 ,and,CC,
 ,charged,VBD,
 ,an,DT,
 ,average,NN,
 ,of,IN,
 ,$,$,
 ,5,CD,
 ,million,CD,
 ,for,IN,
 ,a,DT,
 ,30-second,CD,
 ,commercial,NN,
 ,during,IN,
 ,the,DT,
 ,game,NN,
 ,.,.,
 ,The,DT,
 ,Super,NNP,
 ,Bowl,NNP,
 ,50,CD,
 ,halftime,NN,
 ,show,NN,
 ,was,VBD,
 ,headlined,VBN,
 ,by,IN,
 ,the,DT,
 ,British,JJ,
 ,rock,NN,
 ,group,NN,
 ,Coldplay,NNP,
 ,with,IN,
 ,special,JJ,
 ,guest,NN,
 ,performers,NNS,
 ,Beyoncé,NNP,
 ,and,CC,
 ,Bruno,NNP,
 ,Mars,NNP,
 ,",",",",
 ,who,WP,
 ,headlined,VBD,
 ,the,DT,
 ,Super,NNP,
 ,Bowl,NNP,
 ,XLVII,NNP,
 ,and,CC,
 ,Super,NNP,
 ,Bowl,NNP,
 ,XLVIII,NNP,
 ,halftime,NN,
 ,shows,VBZ,
 ,",",",",
 ,respectively,RB,
 ,.,.,
 ,It,PRP,
 ,was,VBD,
 ,the,DT,
 ,third,RB,
 ,-,HYPH,
 ,most,RBS,
 ,watched,VBN,
 ,U.S.,NNP,
 ,broadcast,NN,
 ,ever,RB,
 ,.,.,
Sentence: 5,In,IN,
 ,early,JJ,
 ,2012,CD,
 ,",",",",
 ,NFL,NNP,
 ,Commissioner,NNP,
 ,Roger,NNP,
 ,Goodell,NNP,
 ,stated,VBD,
 ,that,IN,
 ,the,DT,
 ,league,NN,
 ,planned,VBD,
 ,to,TO,
 ,make,VB,
 ,the,DT,
 ,50th,JJ,
 ,Super,NNP,
 ,Bowl,NNP,
 ,"""",``,
 ,spectacular,JJ,
 ,"""",'',
 ,and,CC,
 ,that,IN,
 ,it,PRP,
 ,would,MD,
 ,be,VB,
 ,"""",``,
 ,an,DT,
 ,important,JJ,
 ,game,NN,
 ,for,IN,
 ,us,PRP,
 ,as,IN,
 ,a,DT,
 ,league,NN,
 ,"""",'',
 ,.,.,
Sentence: 6,The,DT,
 ,league,NN,
 ,eventually,RB,
 ,narrowed,VBD,
 ,the,DT,
 ,bids,NNS,
 ,to,IN,
 ,three,CD,
 ,sites,NNS,
 ,:,:,
 ,New,NNP,
 ,Orleans,NNP,
 ,',POS,
 ,Mercedes,NNP,
 ,-,HYPH,
 ,Benz,NNP,
 ,Superdome,NNP,
 ,",",",",
 ,Miami,NNP,
 ,'s,POS,
 ,Sun,NNP,
 ,Life,NNP,
 ,Stadium,NNP,
 ,",",",",
 ,and,CC,
 ,the,DT,
 ,San,NNP,
 ,Francisco,NNP,
 ,Bay,NNP,
 ,Area,NNP,
 ,'s,POS,
 ,Levi,NNP,
 ,'s,POS,
 ,Stadium,NNP,
 ,.,.,
Sentence: 7,The,DT,
 ,league,NN,
 ,announced,VBD,
 ,on,IN,
 ,October,NNP,
 ,16,CD,
 ,",",",",
 ,2012,CD,
 ,",",",",
 ,that,IN,
 ,the,DT,
 ,two,CD,
 ,finalists,NNS,
 ,were,VBD,
 ,Sun,NNP,
 ,Life,NNP,
 ,Stadium,NNP,
 ,and,CC,
 ,Levi,NNP,
 ,'s,POS,
 ,Stadium,NNP,
 ,.,.,
 ,The,DT,
 ,South,NNP,
 ,Florida,NNP,
 ,/,SYM,
 ,Miami,NNP,
 ,area,NN,
 ,has,VBZ,
 ,previously,RB,
 ,hosted,VBN,
 ,the,DT,
 ,event,NN,
 ,10,CD,
 ,times,NNS,
 ,(,-LRB-,
 ,tied,VBN,
 ,for,IN,
 ,most,JJS,
 ,with,IN,
 ,New,NNP,
 ,Orleans,NNP,
 ,),-RRB-,
 ,",",",",
 ,with,IN,
 ,the,DT,
 ,most,RBS,
 ,recent,JJ,
 ,one,CD,
 ,being,VBG,
 ,Super,NNP,
 ,Bowl,NNP,
 ,XLIV,NNP,
 ,in,IN,
 ,2010,CD,
 ,.,.,
 ,The,DT,
 ,San,NNP,
 ,Francisco,NNP,
 ,Bay,NNP,
 ,Area,NNP,
 ,last,RB,
 ,hosted,VBD,
 ,in,IN,
 ,1985,CD,
 ,(,-LRB-,
 ,Super,NNP,
 ,Bowl,NNP,
 ,XIX,NNP,
 ,),-RRB-,
 ,",",",",
 ,held,VBN,
 ,at,IN,
 ,Stanford,NNP,
 ,Stadium,NNP,
 ,in,IN,
 ,Stanford,NNP,
 ,",",",",
 ,California,NNP,
 ,",",",",
 ,won,VBN,
 ,by,IN,
 ,the,DT,
 ,home,NN,
 ,team,NN,
 ,49ers,NNS,
 ,.,.,
 ,The,DT,
 ,Miami,NNP,
 ,bid,NN,
 ,depended,VBD,
 ,on,IN,
 ,whether,IN,
 ,the,DT,
 ,stadium,NN,
 ,underwent,VBD,
 ,renovations,NNS,
 ,.,.,
 ,However,RB,
 ,",",",",
 ,on,IN,
 ,May,NNP,
 ,3,CD,
 ,",",",",
 ,2013,CD,
 ,",",",",
 ,the,DT,
 ,Florida,NNP,
 ,legislature,NN,
 ,refused,VBD,
 ,to,TO,
 ,approve,VB,
 ,the,DT,
 ,funding,NN,
 ,plan,NN,
 ,to,TO,
 ,pay,VB,
 ,for,IN,
 ,the,DT,
 ,renovations,NNS,
 ,",",",",
 ,dealing,VBG,
 ,a,DT,
 ,significant,JJ,
 ,blow,NN,
 ,to,IN,
 ,Miami,NNP,
 ,'s,POS,
 ,chances,NNS,
 ,.,.,
Sentence: 8,On,IN,
 ,May,NNP,
 ,21,CD,
 ,",",",",
 ,2013,CD,
 ,",",",",
 ,NFL,NNP,
 ,owners,NNS,
 ,at,IN,
 ,their,PRP$,
 ,spring,NN,
 ,meetings,NNS,
 ,in,IN,
 ,Boston,NNP,
 ,voted,VBD,
 ,and,CC,
 ,awarded,VBD,
 ,the,DT,
 ,game,NN,
 ,to,IN,
 ,Levi,NNP,
 ,'s,POS,
 ,Stadium,NNP,
 ,.,.,
 ,The,DT,
 ,$,$,
 ,1.2,CD,
 ,billion,CD,
 ,stadium,NN,
 ,opened,VBN,
 ,in,IN,
 ,2014,CD,
 ,.,.,
 ,It,PRP,
 ,is,VBZ,
 ,the,DT,
 ,first,JJ,
 ,Super,NNP,
 ,Bowl,NNP,
 ,held,VBN,
 ,in,IN,
 ,the,DT,
 ,San,NNP,
 ,Francisco,NNP,
 ,Bay,NNP,
 ,Area,NNP,
 ,since,IN,
 ,Super,NNP,
 ,Bowl,NNP,
 ,XIX,NNP,
 ,in,IN,
 ,1985,CD,
 ,",",",",
 ,and,CC,
 ,the,DT,
 ,first,JJ,
 ,in,IN,
 ,California,NNP,
 ,since,IN,
 ,Super,NNP,
 ,Bowl,NNP,
 ,XXXVII,NNP,
 ,took,VBD,
 ,place,NN,
 ,in,IN,
 ,San,NNP,
 ,Diego,NNP,
 ,in,IN,
 ,2003,CD,
 ,.,.,
Sentence: 9,For,IN,
 ,the,DT,
 ,third,JJ,
 ,straight,JJ,
 ,season,NN,
 ,",",",",
 ,the,DT,
 ,number,NN,
 ,one,CD,
 ,seeds,VBZ,
 ,from,IN,
 ,both,DT,
 ,conferences,NNS,
 ,met,VBD,
 ,in,IN,
 ,the,DT,
 ,Super,NNP,
 ,Bowl,NNP,
 ,.,.,
 ,The,DT,
 ,Carolina,NNP,
 ,Panthers,NNPS,
 ,became,VBD,
 ,one,CD,
 ,of,IN,
 ,only,RB,
 ,ten,CD,
 ,teams,NNS,
 ,to,TO,
 ,have,VB,
 ,completed,VBN,
 ,a,DT,
 ,regular,JJ,
 ,season,NN,
 ,with,IN,
 ,only,RB,
 ,one,CD,
 ,loss,NN,
 ,",",",",
 ,and,CC,
 ,one,CD,
 ,of,IN,
 ,only,RB,
 ,six,CD,
 ,teams,NNS,
 ,to,TO,
 ,have,VB,
 ,acquired,VBN,
 ,a,DT,
 ,15–1,NN,
 ,record,NN,
 ,",",",",
 ,while,IN,
 ,the,DT,
 ,Denver,NNP,
 ,Broncos,NNP,
 ,became,VBD,
 ,one,CD,
 ,of,IN,
 ,four,CD,
 ,teams,NNS,
 ,to,TO,
 ,have,VB,
 ,made,VBN,
 ,eight,CD,
 ,appearances,NNS,
 ,in,IN,
 ,the,DT,
 ,Super,NNP,
 ,Bowl,NNP,
 ,.,.,
 ,The,DT,
 ,Broncos,NNPS,
 ,made,VBD,
 ,their,PRP$,
 ,second,JJ,
 ,Super,NNP,
 ,Bowl,NNP,
 ,appearance,NN,
 ,in,IN,
 ,three,CD,
 ,years,NNS,
 ,",",",",
 ,having,VBG,
 ,reached,VBN,
 ,Super,NNP,
 ,Bowl,NNP,
 ,XLVIII,NNP,
 ,",",",",
 ,while,IN,
 ,the,DT,
 ,Panthers,NNPS,
 ,made,VBD,
 ,their,PRP$,
 ,second,JJ,
 ,Super,NNP,
 ,Bowl,NNP,
 ,appearance,NN,
 ,in,IN,
 ,franchise,NN,
 ,history,NN,
 ,",",",",
 ,their,PRP$,
 ,other,JJ,
 ,appearance,NN,
 ,being,VBG,
 ,Super,NNP,
 ,Bowl,NNP,
 ,XXXVIII,NN,
 ,.,.,
 ,Coincidentally,RB,
 ,",",",",
 ,both,DT,
 ,teams,NNS,
 ,were,VBD,
 ,coached,VBN,
 ,by,IN,
 ,John,NNP,
 ,Fox,NNP,
 ,in,IN,
 ,their,PRP$,
 ,last,JJ,
 ,Super,NNP,
 ,Bowl,NNP,
 ,appearance,NN,
 ,prior,RB,
 ,to,IN,
 ,Super,NNP,
 ,Bowl,NNP,
 ,50,CD,
 ,.,.,
Sentence: 10,Despite,IN,
 ,waiving,VBG,
 ,longtime,NN,
 ,running,VBG,
 ,back,RB,
 ,DeAngelo,NNP,
 ,Williams,NNP,
 ,and,CC,
 ,losing,VBG,
 ,top,JJ,
 ,wide,JJ,
 ,receiver,NN,
 ,Kelvin,NNP,
 ,Benjamin,NNP,
 ,to,IN,
 ,a,DT,
 ,torn,VBN,
 ,ACL,NNP,
 ,in,IN,
 ,the,DT,
 ,preseason,NN,
 ,",",",",
 ,the,DT,
 ,Carolina,NNP,
 ,Panthers,NNP,
 ,had,VBD,
 ,their,PRP$,
 ,best,JJS,
 ,regular,JJ,
 ,season,NN,
 ,in,IN,
 ,franchise,NN,
 ,history,NN,
 ,",",",",
 ,becoming,VBG,
 ,the,DT,
 ,seventh,JJ,
 ,team,NN,
 ,to,TO,
 ,win,VB,
 ,at,IN,
 ,least,JJS,
 ,15,CD,
 ,regular,JJ,
 ,season,NN,
 ,games,NNS,
 ,since,IN,
 ,the,DT,
 ,league,NN,
 ,expanded,VBD,
 ,to,IN,
 ,a,DT,
 ,16-game,CD,
 ,schedule,NN,
 ,in,IN,
 ,1978,CD,
 ,.,.,
 ,Carolina,NNP,
 ,started,VBD,
 ,the,DT,
 ,season,NN,
 ,14–0,CD,
 ,",",",",
 ,not,RB,
 ,only,RB,
 ,setting,VBG,
 ,franchise,NN,
 ,records,NNS,
 ,for,IN,
 ,the,DT,
 ,best,JJS,
 ,start,NN,
 ,and,CC,
 ,the,DT,
 ,longest,JJS,
 ,single,JJ,
 ,-,HYPH,
 ,season,NN,
 ,winning,VBG,
 ,streak,NN,
 ,",",",",
 ,but,CC,
 ,also,RB,
 ,posting,VBG,
 ,the,DT,
 ,best,JJS,
 ,start,NN,
 ,to,IN,
 ,a,DT,
 ,season,NN,
 ,by,IN,
 ,an,DT,
 ,NFC,NNP,
 ,team,NN,
 ,in,IN,
 ,NFL,NNP,
 ,history,NN,
 ,",",",",
 ,breaking,VBG,
 ,the,DT,
 ,13–0,NN,
 ,record,NN,
 ,previously,RB,
 ,shared,VBN,
 ,with,IN,
 ,the,DT,
 ,2009,CD,
 ,New,NNP,
 ,Orleans,NNP,
 ,Saints,NNP,
 ,and,CC,
 ,the,DT,
 ,2011,CD,
 ,Green,NNP,
 ,Bay,NNP,
 ,Packers,NNP,
 ,.,.,
 ,With,IN,
 ,their,PRP$,
 ,NFC,NNP,
 ,-,HYPH,
 ,best,JJS,
 ,15–1,JJ,
 ,regular,JJ,
 ,season,NN,
 ,record,NN,
 ,",",",",
 ,the,DT,
 ,Panthers,NNP,
 ,clinched,VBD,
 ,home,NN,
 ,-,HYPH,
 ,field,NN,
 ,advantage,NN,
 ,throughout,IN,
 ,the,DT,
 ,NFC,NNP,
 ,playoffs,NNS,
 ,for,IN,
 ,the,DT,
 ,first,JJ,
 ,time,NN,
 ,in,IN,
 ,franchise,NN,
 ,history,NN,
 ,.,.,
 ,Ten,CD,
 ,players,NNS,
 ,were,VBD,
 ,selected,VBN,
 ,to,IN,
 ,the,DT,
 ,Pro,NNP,
 ,Bowl,NNP,
 ,(,-LRB-,
 ,the,DT,
 ,most,RBS,
 ,in,IN,
 ,franchise,NN,
 ,history,NN,
 ,),-RRB-,
 ,along,IN,
 ,with,IN,
 ,eight,CD,
 ,All,RB,
 ,-,HYPH,
 ,Pro,JJ,
 ,selections,NNS,
 ,.,.,
Sentence: 11,The,DT,
 ,Panthers,NNP,
 ,offense,NN,
 ,",",",",
 ,which,WDT,
 ,led,VBD,
 ,the,DT,
 ,NFL,NNP,
 ,in,IN,
 ,scoring,VBG,
 ,(,-LRB-,
 ,500,CD,
 ,points,NNS,
 ,),-RRB-,
 ,",",",",
 ,was,VBD,
 ,loaded,VBN,
 ,with,IN,
 ,talent,NN,
 ,",",",",
 ,boasting,VBG,
 ,six,CD,
 ,Pro,NNP,
 ,Bowl,NNP,
 ,selections,NNS,
 ,.,.,
 ,Pro,NNP,
 ,Bowl,NNP,
 ,quarterback,NN,
 ,Cam,NNP,
 ,Newton,NNP,
 ,had,VBD,
 ,one,CD,
 ,of,IN,
 ,his,PRP$,
 ,best,JJS,
 ,seasons,NNS,
 ,",",",",
 ,throwing,VBG,
 ,for,IN,
 ,"3,837",CD,
 ,yards,NNS,
 ,and,CC,
 ,rushing,VBG,
 ,for,IN,
 ,636,CD,
 ,",",",",
 ,while,IN,
 ,recording,VBG,
 ,a,DT,
 ,career,NN,
 ,-,HYPH,
 ,high,JJ,
 ,and,CC,
 ,league,NN,
 ,-,HYPH,
 ,leading,VBG,
 ,45,CD,
 ,total,JJ,
 ,touchdowns,NNS,
 ,(,-LRB-,
 ,35,CD,
 ,passing,VBG,
 ,",",",",
 ,10,CD,
 ,rushing,NN,
 ,),-RRB-,
 ,",",",",
 ,a,DT,
 ,career,NN,
 ,-,HYPH,
 ,low,JJ,
 ,10,CD,
 ,interceptions,NNS,
 ,",",",",
 ,and,CC,
 ,a,DT,
 ,career,NN,
 ,-,HYPH,
 ,best,JJS,
 ,quarterback,NN,
 ,rating,NN,
 ,of,IN,
 ,99.4,CD,
 ,.,.,
 ,Newton,NNP,
 ,'s,POS,
 ,leading,JJ,
 ,receivers,NNS,
 ,were,VBD,
 ,tight,JJ,
 ,end,NN,
 ,Greg,NNP,
 ,Olsen,NNP,
 ,",",",",
 ,who,WP,
 ,caught,VBD,
 ,a,DT,
 ,career,NN,
 ,-,HYPH,
 ,high,JJ,
 ,77,CD,
 ,passes,NNS,
 ,for,IN,
 ,"1,104",CD,
 ,yards,NNS,
 ,and,CC,
 ,seven,CD,
 ,touchdowns,NNS,
 ,",",",",
 ,and,CC,
 ,wide,JJ,
 ,receiver,NN,
 ,Ted,NNP,
 ,Ginn,NNP,
 ,",",",",
 ,Jr.,NNP,
 ,",",",",
 ,who,WP,
 ,caught,VBD,
 ,44,CD,
 ,passes,NNS,
 ,for,IN,
 ,739,CD,
 ,yards,NNS,
 ,and,CC,
 ,10,CD,
 ,touchdowns,NNS,
 ,;,:,
 ,Ginn,NNP,
 ,also,RB,
 ,rushed,VBD,
 ,for,IN,
 ,60,CD,
 ,yards,NNS,
 ,and,CC,
 ,returned,VBD,
 ,27,CD,
 ,punts,NNS,
 ,for,IN,
 ,277,CD,
 ,yards,NNS,
 ,.,.,
 ,Other,JJ,
 ,key,JJ,
 ,receivers,NNS,
 ,included,VBD,
 ,veteran,NN,
 ,Jerricho,NNP,
 ,Cotchery,NNP,
 ,(,-LRB-,
 ,39,CD,
 ,receptions,NNS,
 ,for,IN,
 ,485,CD,
 ,yards,NNS,
 ,),-RRB-,
 ,",",",",
 ,rookie,NN,
 ,Devin,NNP,
 ,Funchess,NNP,
 ,(,-LRB-,
 ,31,CD,
 ,receptions,NNS,
 ,for,IN,
 ,473,CD,
 ,yards,NNS,
 ,and,CC,
 ,five,CD,
 ,touchdowns,NNS,
 ,),-RRB-,
 ,",",",",
 ,and,CC,
 ,second,JJ,
 ,-,HYPH,
 ,year,NN,
 ,receiver,NN,
 ,Corey,NNP,
 ,Brown,NNP,
 ,(,-LRB-,
 ,31,CD,
 ,receptions,NNS,
 ,for,IN,
 ,447,CD,
 ,yards,NNS,
 ,),-RRB-,
 ,.,.,
 ,The,DT,
 ,Panthers,NNP,
 ,backfield,NN,
 ,featured,VBD,
 ,Pro,NNP,
 ,Bowl,NNP,
 ,running,VBG,
 ,back,RB,
 ,Jonathan,NNP,
 ,Stewart,NNP,
 ,",",",",
 ,who,WP,
 ,led,VBD,
 ,the,DT,
 ,team,NN,
 ,with,IN,
 ,989,CD,
 ,rushing,NN,
 ,yards,NNS,
 ,and,CC,
 ,six,CD,
 ,touchdowns,NNS,
 ,in,IN,
 ,13,CD,
 ,games,NNS,
 ,",",",",
 ,along,IN,
 ,with,IN,
 ,Pro,NNP,
 ,Bowl,NNP,
 ,fullback,NN,
 ,Mike,NNP,
 ,Tolbert,NNP,
 ,",",",",
 ,who,WP,
 ,rushed,VBD,
 ,for,IN,
 ,256,CD,
 ,yards,NNS,
 ,and,CC,
 ,caught,VBD,
 ,18,CD,
 ,passes,NNS,
 ,for,IN,
 ,another,DT,
 ,154,CD,
 ,yards,NNS,
 ,.,.,
 ,Carolina,NNP,
 ,'s,POS,
 ,offensive,JJ,
 ,line,NN,
 ,also,RB,
 ,featured,VBD,
 ,two,CD,
 ,Pro,NNP,
 ,Bowl,NNP,
 ,selections,NNS,
 ,:,:,
 ,center,NN,
 ,Ryan,NNP,
 ,Kalil,NNP,
 ,and,CC,
 ,guard,VB,
 ,Trai,NNP,
 ,Turner,NNP,
 ,.,.,
Sentence: 12,The,DT,
 ,Panthers,NNP,
 ,defense,NN,
 ,gave,VBD,
 ,up,RP,
 ,just,RB,
 ,308,CD,
 ,points,NNS,
 ,",",",",
 ,ranking,VBG,
 ,sixth,JJ,
 ,in,IN,
 ,the,DT,
 ,league,NN,
 ,",",",",
 ,while,IN,
 ,also,RB,
 ,leading,VBG,
 ,the,DT,
 ,NFL,NNP,
 ,in,IN,
 ,interceptions,NNS,
 ,with,IN,
 ,24,CD,
 ,and,CC,
 ,boasting,VBG,
 ,four,CD,
 ,Pro,NNP,
 ,Bowl,NNP,
 ,selections,NNS,
 ,.,.,
 ,Pro,NNP,
 ,Bowl,NNP,
 ,defensive,JJ,
 ,tackle,NN,
 ,Kawann,NNP,
 ,Short,NNP,
 ,led,VBD,
 ,the,DT,
 ,team,NN,
 ,in,IN,
 ,sacks,NNS,
 ,with,IN,
 ,11,CD,
 ,",",",",
 ,while,IN,
 ,also,RB,
 ,forcing,VBG,
 ,three,CD,
 ,fumbles,NNS,
 ,and,CC,
 ,recovering,VBG,
 ,two,CD,
 ,.,.,
 ,Fellow,NNP,
 ,lineman,NN,
 ,Mario,NNP,
 ,Addison,NNP,
 ,added,VBD,
 ,6½,NN,
 ,sacks,NNS,
 ,.,.,
 ,The,DT,
 ,Panthers,NNP,
 ,line,NN,
 ,also,RB,
 ,featured,VBD,
 ,veteran,NN,
 ,defensive,JJ,
 ,end,NN,
 ,Jared,NNP,
 ,Allen,NNP,
 ,",",",",
 ,a,DT,
 ,5-time,CD,
 ,pro,JJ,
 ,bowler,NN,
 ,who,WP,
 ,was,VBD,
 ,the,DT,
 ,NFL,NNP,
 ,'s,POS,
 ,active,JJ,
 ,career,NN,
 ,sack,NN,
 ,leader,NN,
 ,with,IN,
 ,136,CD,
 ,",",",",
 ,along,IN,
 ,with,IN,
 ,defensive,JJ,
 ,end,NN,
 ,Kony,NNP,
 ,Ealy,NNP,
 ,",",",",
 ,who,WP,
 ,had,VBD,
 ,5,CD,
 ,sacks,NNS,
 ,in,IN,
 ,just,RB,
 ,9,CD,
 ,starts,NNS,
 ,.,.,
 ,Behind,IN,
 ,them,PRP,
 ,",",",",
 ,two,CD,
 ,of,IN,
 ,the,DT,
 ,Panthers,NNP,
 ,three,CD,
 ,starting,VBG,
 ,linebackers,NNS,
 ,were,VBD,
 ,also,RB,
 ,selected,VBN,
 ,to,TO,
 ,play,VB,
 ,in,IN,
 ,the,DT,
 ,Pro,NNP,
 ,Bowl,NNP,
 ,:,:,
 ,Thomas,NNP,
 ,Davis,NNP,
 ,and,CC,
 ,Luke,NNP,
 ,Kuechly,NNP,
